Numero da Venda;Data da Venda;Data do Envio;ID Canal;ID Loja;ID Produto;ID Promocao;ID Cliente;Quantidade Vendida;Quantidade Devolvida
476269;24/06/2017;24/06/2017;0;17;1127;1;10417;5;0
476272;24/06/2017;24/06/2017;0;16;1123;1;13935;5;0
476310;24/06/2017;24/06/2017;0;17;759;1;28758;5;0
476325;24/06/2017;29/06/2017;5;20;782;1;16169;5;0
476326;24/06/2017;24/06/2017;0;15;782;1;4962;5;0
476335;24/06/2017;26/06/2017;2;12;167;1;34733;5;0
476338;24/06/2017;27/06/2017;3;4;514;1;4104;5;0
476344;24/06/2017;28/06/2017;4;11;126;1;30460;5;0
476348;24/06/2017;30/06/2017;6;16;1030;1;14794;5;0
476353;24/06/2017;24/06/2017;0;24;97;1;25185;5;0
476362;24/06/2017;25/06/2017;1;5;1289;1;12611;5;0
476363;24/06/2017;02/07/2017;8;14;1286;1;18496;5;0
476391;24/06/2017;24/06/2017;0;23;899;1;16716;5;0
476404;24/06/2017;24/06/2017;0;2;845;1;8812;5;0
476426;24/06/2017;29/06/2017;5;16;744;1;33622;5;0
476427;24/06/2017;26/06/2017;2;10;329;1;17509;5;0
476437;24/06/2017;24/06/2017;0;18;752;1;14119;5;0
476446;24/06/2017;27/06/2017;3;12;1261;1;539;5;0
476449;24/06/2017;02/07/2017;8;24;196;1;36545;5;0
476451;24/06/2017;24/06/2017;0;17;212;1;10641;5;0
476453;24/06/2017;01/07/2017;7;7;228;1;1269;5;0
476457;24/06/2017;25/06/2017;1;14;316;1;11416;5;0
476463;24/06/2017;26/06/2017;2;22;213;1;8560;5;0
476468;24/06/2017;24/06/2017;0;13;754;1;29032;5;0
476496;24/06/2017;27/06/2017;3;6;12;1;13184;5;0
476500;24/06/2017;24/06/2017;0;3;777;1;32751;5;0
476675;24/06/2017;28/06/2017;4;18;1568;1;28202;10;0
476696;24/06/2017;24/06/2017;0;16;1076;1;19429;10;0
476698;24/06/2017;25/06/2017;1;18;1120;1;10817;10;0
476729;24/06/2017;25/06/2017;1;7;1524;1;17768;10;0
476732;24/06/2017;27/06/2017;3;2;1542;1;14127;10;0
476800;24/06/2017;25/06/2017;1;18;1547;1;17825;10;0
476820;24/06/2017;02/07/2017;8;17;528;1;30701;10;0
476821;24/06/2017;24/06/2017;0;2;517;1;32483;10;0
476822;24/06/2017;27/06/2017;3;18;517;1;8520;10;0
476828;24/06/2017;26/06/2017;2;19;757;1;33317;10;0
476834;24/06/2017;30/06/2017;6;16;1567;1;30728;10;0
476838;24/06/2017;24/06/2017;0;11;134;1;15584;10;0
476839;24/06/2017;24/06/2017;0;5;540;1;23642;10;0
476853;24/06/2017;24/06/2017;0;14;1464;1;23379;10;0
476880;24/06/2017;26/06/2017;2;24;706;1;32594;10;0
476883;24/06/2017;29/06/2017;5;14;322;1;16685;10;0
476887;24/06/2017;25/06/2017;1;24;1225;1;28428;10;0
476915;24/06/2017;24/06/2017;0;18;1036;1;24447;10;0
476919;24/06/2017;28/06/2017;4;17;1132;1;7863;10;0
476922;24/06/2017;24/06/2017;0;25;1044;1;20416;10;0
476924;24/06/2017;24/06/2017;0;11;955;1;9675;10;0
476927;24/06/2017;24/06/2017;0;13;1011;1;37379;10;0
476941;24/06/2017;24/06/2017;0;21;1477;1;26149;10;0
476951;24/06/2017;24/06/2017;0;22;1651;1;6905;10;0
476975;24/06/2017;24/06/2017;0;9;1085;1;8766;10;0
476980;24/06/2017;24/06/2017;0;21;1628;1;7114;10;0
476983;24/06/2017;25/06/2017;1;8;993;1;9201;10;0
476998;24/06/2017;24/06/2017;0;15;1632;1;34202;10;0
477019;24/06/2017;29/06/2017;5;16;953;1;33908;10;0
477026;24/06/2017;24/06/2017;0;5;551;1;12348;10;0
477040;24/06/2017;03/07/2017;9;25;1352;1;23341;10;0
477042;24/06/2017;30/06/2017;6;18;1489;1;22601;10;0
477049;24/06/2017;24/06/2017;0;8;1067;1;13939;10;0
477053;24/06/2017;24/06/2017;0;25;1047;1;12523;10;0
477057;24/06/2017;24/06/2017;0;25;1495;1;27946;10;0
477071;24/06/2017;25/06/2017;1;7;970;1;15302;10;0
477076;24/06/2017;28/06/2017;4;8;1488;1;38302;10;0
477103;24/06/2017;24/06/2017;0;1;1121;1;26158;10;0
477111;24/06/2017;24/06/2017;0;18;254;1;7672;10;0
477137;24/06/2017;24/06/2017;0;25;592;1;26817;10;0
477143;24/06/2017;24/06/2017;0;9;1559;1;21968;10;0
477150;24/06/2017;25/06/2017;1;12;626;1;31437;10;0
477168;24/06/2017;30/06/2017;6;3;613;1;14473;10;0
477174;25/06/2017;27/06/2017;2;18;153;1;10282;10;1
477177;25/06/2017;25/06/2017;0;14;564;1;16539;10;1
477178;25/06/2017;28/06/2017;3;22;1484;1;20091;10;1
477182;25/06/2017;03/07/2017;8;16;997;1;26229;10;1
477264;25/06/2017;25/06/2017;0;3;194;1;4186;5;0
477275;25/06/2017;25/06/2017;0;19;896;1;30817;5;0
477279;25/06/2017;28/06/2017;3;7;879;1;19681;5;0
477284;25/06/2017;29/06/2017;4;25;178;1;27771;5;0
477335;25/06/2017;29/06/2017;4;7;1409;1;12298;10;0
477340;25/06/2017;27/06/2017;2;5;314;1;30784;10;0
477354;25/06/2017;25/06/2017;0;6;729;1;12558;10;0
477362;25/06/2017;25/06/2017;0;12;37;1;6451;10;0
477379;25/06/2017;02/07/2017;7;7;1583;1;24655;10;0
477400;25/06/2017;25/06/2017;0;8;1410;1;22780;10;0
477403;25/06/2017;26/06/2017;1;21;1109;1;29989;10;0
477412;25/06/2017;03/07/2017;8;13;1411;1;25071;10;0
477419;25/06/2017;25/06/2017;0;19;1428;1;21951;10;1
477429;25/06/2017;25/06/2017;0;18;267;1;32130;10;1
477436;25/06/2017;29/06/2017;4;19;123;1;35220;10;1
477438;25/06/2017;25/06/2017;0;13;587;1;19517;10;1
477440;25/06/2017;29/06/2017;4;19;1013;1;7894;10;1
477441;25/06/2017;26/06/2017;1;16;1041;1;30506;10;1
477442;25/06/2017;25/06/2017;0;8;1582;1;32362;10;1
477450;25/06/2017;29/06/2017;4;16;729;1;21528;10;1
477458;25/06/2017;25/06/2017;0;22;1446;1;16119;10;1
477460;25/06/2017;25/06/2017;0;22;1174;1;12457;10;1
477461;25/06/2017;25/06/2017;0;19;1221;1;30261;10;1
477506;25/06/2017;25/06/2017;0;16;1508;1;29791;20;1
477510;25/06/2017;03/07/2017;8;16;561;1;13515;5;1
477521;25/06/2017;25/06/2017;0;18;1383;1;22699;5;1
477525;25/06/2017;25/06/2017;0;16;118;1;32440;5;1
477530;25/06/2017;25/06/2017;0;14;1288;1;24458;5;1
477536;25/06/2017;28/06/2017;3;22;1318;1;37361;5;1
477751;25/06/2017;02/07/2017;7;15;421;1;11877;60;0
477774;25/06/2017;29/06/2017;4;14;424;1;21143;15;0
477806;25/06/2017;25/06/2017;0;1;443;1;24854;30;0
477809;25/06/2017;25/06/2017;0;17;419;1;19402;30;0
477855;25/06/2017;25/06/2017;0;24;1061;1;9991;20;0
477865;25/06/2017;25/06/2017;0;6;222;1;31678;20;0
477869;25/06/2017;30/06/2017;5;23;1490;1;32099;5;0
477874;25/06/2017;29/06/2017;4;11;1500;1;26195;5;0
477876;25/06/2017;25/06/2017;0;10;1480;1;27859;5;0
477884;25/06/2017;25/06/2017;0;24;485;1;33658;5;0
477897;25/06/2017;25/06/2017;0;25;585;1;9279;5;0
477904;25/06/2017;30/06/2017;5;15;315;1;11931;5;0
477911;25/06/2017;26/06/2017;1;17;1316;1;13901;5;0
477920;25/06/2017;25/06/2017;0;5;1424;1;9317;5;0
477923;25/06/2017;25/06/2017;0;24;131;1;24505;5;0
477946;25/06/2017;25/06/2017;0;6;1252;1;31140;5;0
477948;25/06/2017;25/06/2017;0;14;1251;1;9640;5;0
477952;25/06/2017;25/06/2017;0;7;1250;1;18935;5;0
477958;25/06/2017;30/06/2017;5;6;279;1;16678;5;0
477963;25/06/2017;02/07/2017;7;11;240;1;23196;5;0
477981;25/06/2017;25/06/2017;0;20;1127;1;13990;5;0
477990;25/06/2017;25/06/2017;0;10;486;1;14792;5;0
477998;25/06/2017;27/06/2017;2;5;747;1;16416;5;0
478006;25/06/2017;28/06/2017;3;10;118;1;19570;5;0
478025;25/06/2017;25/06/2017;0;10;1249;1;15106;5;0
478032;25/06/2017;25/06/2017;0;4;1468;1;29368;5;0
478046;25/06/2017;28/06/2017;3;18;899;1;21683;5;0
478049;25/06/2017;29/06/2017;4;8;901;1;11350;5;0
478050;25/06/2017;25/06/2017;0;2;126;1;29242;5;0
478053;25/06/2017;25/06/2017;0;6;128;1;24115;5;0
478059;25/06/2017;25/06/2017;0;12;845;1;4956;5;0
478087;25/06/2017;25/06/2017;0;1;4;1;16090;5;0
478125;25/06/2017;30/06/2017;5;20;119;1;31595;5;0
478133;25/06/2017;28/06/2017;3;1;848;1;6633;5;0
478139;25/06/2017;25/06/2017;0;12;1261;1;27870;5;0
478147;25/06/2017;25/06/2017;0;5;1254;1;15434;5;0
478157;25/06/2017;25/06/2017;0;5;75;1;30453;5;0
478165;25/06/2017;29/06/2017;4;4;516;1;18901;5;0
478167;25/06/2017;28/06/2017;3;3;1237;1;32054;5;0
478171;25/06/2017;30/06/2017;5;1;13;1;11382;5;0
478339;25/06/2017;28/06/2017;3;24;1217;1;15814;10;0
478341;25/06/2017;26/06/2017;1;9;1223;1;28909;10;0
478353;25/06/2017;30/06/2017;5;11;697;1;31838;10;0
478366;25/06/2017;25/06/2017;0;5;1379;1;18812;10;0
478371;25/06/2017;25/06/2017;0;25;1409;1;16833;10;0
478376;25/06/2017;27/06/2017;2;4;1170;1;32530;10;0
478395;25/06/2017;29/06/2017;4;24;1162;1;26590;10;0
478404;25/06/2017;25/06/2017;0;13;330;1;25652;10;0
478414;25/06/2017;25/06/2017;0;18;1185;1;27409;10;0
478425;25/06/2017;01/07/2017;6;2;1193;1;26282;10;0
478467;25/06/2017;25/06/2017;0;15;690;1;11289;10;0
478480;25/06/2017;25/06/2017;0;17;170;1;8830;10;0
478484;25/06/2017;25/06/2017;0;21;277;1;27500;10;0
478496;25/06/2017;25/06/2017;0;3;1362;1;7580;10;0
478498;25/06/2017;26/06/2017;1;13;1362;1;23191;10;0
478501;25/06/2017;25/06/2017;0;2;222;1;36254;10;0
478506;25/06/2017;25/06/2017;0;12;1306;1;6004;10;0
478511;25/06/2017;01/07/2017;6;8;711;1;5358;10;0
478521;25/06/2017;26/06/2017;1;21;517;1;11185;10;0
478535;25/06/2017;27/06/2017;2;22;1531;1;20804;10;0
478540;25/06/2017;27/06/2017;2;14;282;1;11187;10;0
478542;25/06/2017;29/06/2017;4;2;934;1;36213;10;0
478545;25/06/2017;25/06/2017;0;16;822;1;25841;10;0
478546;25/06/2017;02/07/2017;7;23;1353;1;34820;10;0
478550;25/06/2017;25/06/2017;0;6;1435;1;22978;10;0
478586;25/06/2017;01/07/2017;6;23;1514;1;20212;10;0
478593;25/06/2017;30/06/2017;5;9;1507;1;26259;10;0
478599;25/06/2017;29/06/2017;4;3;1614;1;18525;10;0
478619;25/06/2017;02/07/2017;7;24;1615;1;29163;10;0
478630;25/06/2017;01/07/2017;6;23;1021;1;14562;10;0
478634;25/06/2017;26/06/2017;1;19;1073;1;22261;10;0
478645;25/06/2017;25/06/2017;0;23;1424;1;28922;10;0
478665;25/06/2017;26/06/2017;1;3;1595;1;32512;10;0
478671;25/06/2017;25/06/2017;0;15;982;1;15569;10;0
478679;25/06/2017;03/07/2017;8;12;718;1;14804;10;0
478680;25/06/2017;26/06/2017;1;9;689;1;31766;10;0
478687;25/06/2017;29/06/2017;4;14;563;1;31043;10;0
478690;25/06/2017;25/06/2017;0;2;539;1;28913;10;0
478696;25/06/2017;02/07/2017;7;5;1509;1;32750;10;0
478700;25/06/2017;26/06/2017;1;21;1485;1;22147;10;0
478702;25/06/2017;01/07/2017;6;4;1475;1;9464;10;0
478709;25/06/2017;25/06/2017;0;1;1495;1;9223;10;0
478728;25/06/2017;25/06/2017;0;8;1040;1;31451;10;0
478731;25/06/2017;25/06/2017;0;21;1415;1;34672;10;0
478740;25/06/2017;27/06/2017;2;19;1405;1;20531;10;0
478741;25/06/2017;28/06/2017;3;23;1356;1;13387;10;0
478743;25/06/2017;04/07/2017;9;14;1323;1;30223;10;0
478749;25/06/2017;26/06/2017;1;5;1121;1;26333;10;0
478768;25/06/2017;27/06/2017;2;10;566;1;12627;10;0
478772;25/06/2017;30/06/2017;5;16;1177;1;7979;10;0
478788;25/06/2017;25/06/2017;0;14;309;1;3737;10;0
478795;25/06/2017;29/06/2017;4;23;1559;1;18126;10;0
478800;25/06/2017;25/06/2017;0;18;693;1;22962;10;0
478807;25/06/2017;28/06/2017;3;10;949;1;35158;10;0
478828;25/06/2017;25/06/2017;0;14;601;1;4760;10;0
478829;25/06/2017;25/06/2017;0;15;601;1;9320;10;0
478837;25/06/2017;25/06/2017;0;16;566;1;7817;10;1
478847;25/06/2017;25/06/2017;0;22;1586;1;12545;10;1
478859;25/06/2017;26/06/2017;1;18;517;1;21207;10;1
478860;25/06/2017;25/06/2017;0;22;865;1;11065;10;1
478868;25/06/2017;25/06/2017;0;22;1562;1;11306;10;1
478874;25/06/2017;25/06/2017;0;8;1221;1;17165;10;1
478932;25/06/2017;27/06/2017;2;22;418;1;19085;15;1
479123;25/06/2017;29/06/2017;4;17;2507;1;21479;100;0
479124;25/06/2017;29/06/2017;4;15;2506;1;22762;100;0
479155;25/06/2017;01/07/2017;6;15;430;1;31732;15;0
479174;25/06/2017;03/07/2017;8;5;421;1;24182;30;0
479175;25/06/2017;26/06/2017;1;11;426;1;19280;30;0
479221;25/06/2017;26/06/2017;1;4;1362;1;14242;20;0
479251;25/06/2017;25/06/2017;0;9;467;1;17071;5;0
479266;25/06/2017;04/07/2017;9;17;497;1;26686;5;0
479268;25/06/2017;25/06/2017;0;5;315;1;33569;5;0
479276;25/06/2017;26/06/2017;1;17;1349;1;24471;5;0
479286;25/06/2017;25/06/2017;0;15;909;1;22666;5;0
479291;25/06/2017;28/06/2017;3;11;723;1;15347;5;0
479293;25/06/2017;29/06/2017;4;7;947;1;22490;5;0
479296;25/06/2017;25/06/2017;0;6;989;1;30440;5;0
479301;25/06/2017;30/06/2017;5;25;1143;1;13336;5;0
479304;25/06/2017;29/06/2017;4;22;1111;1;4795;5;0
479307;25/06/2017;25/06/2017;0;9;1135;1;22447;5;0
479311;25/06/2017;28/06/2017;3;17;1458;1;7447;5;0
479337;25/06/2017;01/07/2017;6;2;1046;1;13537;5;0
479371;25/06/2017;25/06/2017;0;3;1213;1;26840;5;0
479378;25/06/2017;04/07/2017;9;17;125;1;30306;5;0
479388;25/06/2017;30/06/2017;5;3;974;1;25158;5;0
479421;25/06/2017;25/06/2017;0;18;1468;1;1992;5;0
479426;25/06/2017;25/06/2017;0;6;1271;1;15182;5;0
479430;25/06/2017;28/06/2017;3;4;899;1;31291;5;0
479440;25/06/2017;26/06/2017;1;23;880;1;16335;5;0
479443;25/06/2017;25/06/2017;0;21;882;1;20127;5;0
479444;25/06/2017;26/06/2017;1;8;751;1;27576;5;0
479445;25/06/2017;26/06/2017;1;4;751;1;18632;5;0
479450;25/06/2017;29/06/2017;4;5;311;1;34555;5;0
479451;25/06/2017;25/06/2017;0;20;311;1;9400;5;0
479456;25/06/2017;25/06/2017;0;22;820;1;19992;5;0
479459;25/06/2017;26/06/2017;1;10;779;1;22056;5;0
479469;25/06/2017;26/06/2017;1;3;1340;1;24061;5;0
479472;25/06/2017;26/06/2017;1;10;46;1;19543;5;0
479488;25/06/2017;01/07/2017;6;9;796;1;8177;5;0
479492;25/06/2017;01/07/2017;6;1;197;1;2993;5;0
479496;25/06/2017;25/06/2017;0;2;783;1;36363;5;0
479503;25/06/2017;29/06/2017;4;7;120;1;3292;5;0
479510;25/06/2017;26/06/2017;1;22;367;1;28450;5;0
479516;25/06/2017;25/06/2017;0;18;178;1;20450;5;0
479520;25/06/2017;25/06/2017;0;17;75;1;29721;5;0
479522;25/06/2017;25/06/2017;0;23;77;1;34688;5;0
479534;25/06/2017;04/07/2017;9;12;777;1;19362;5;0
479536;25/06/2017;25/06/2017;0;15;3;1;30878;5;0
479727;25/06/2017;25/06/2017;0;3;1655;1;35904;10;0
479737;25/06/2017;25/06/2017;0;25;122;1;26203;10;0
479742;25/06/2017;25/06/2017;0;21;1218;1;8770;10;0
479768;25/06/2017;25/06/2017;0;19;1080;1;32189;10;0
479790;25/06/2017;25/06/2017;0;4;1426;1;35672;10;0
479799;25/06/2017;25/06/2017;0;4;1534;1;4527;10;0
479800;25/06/2017;25/06/2017;0;25;1534;1;3443;10;0
479806;25/06/2017;30/06/2017;5;15;1211;1;23969;10;0
479816;25/06/2017;25/06/2017;0;25;1429;1;31694;10;0
479817;25/06/2017;05/07/2017;10;13;1197;1;30095;10;0
479839;25/06/2017;27/06/2017;2;12;1203;1;17452;10;0
479858;25/06/2017;25/06/2017;0;2;1402;1;37159;10;0
479884;25/06/2017;27/06/2017;2;12;1198;1;28401;10;0
479888;25/06/2017;28/06/2017;3;5;1174;1;21697;10;0
479893;25/06/2017;29/06/2017;4;20;695;1;21485;10;0
479897;25/06/2017;26/06/2017;1;24;672;1;20315;10;0
479901;25/06/2017;26/06/2017;1;19;1347;1;18528;10;0
479910;25/06/2017;25/06/2017;0;15;1529;1;37707;10;0
479925;25/06/2017;25/06/2017;0;20;1304;1;18907;10;0
479943;25/06/2017;03/07/2017;8;2;40;1;18493;10;0
479950;25/06/2017;25/06/2017;0;7;255;1;14550;10;0
479952;25/06/2017;25/06/2017;0;21;691;1;19973;10;0
479965;25/06/2017;25/06/2017;0;8;1464;1;14864;10;0
479980;25/06/2017;03/07/2017;8;11;206;1;3825;10;0
479986;25/06/2017;04/07/2017;9;9;936;1;9748;10;0
480005;25/06/2017;29/06/2017;4;19;264;1;28616;10;0
480029;25/06/2017;29/06/2017;4;12;997;1;14830;10;0
480035;25/06/2017;25/06/2017;0;20;496;1;20056;10;0
480046;25/06/2017;25/06/2017;0;6;982;1;33251;10;0
480053;25/06/2017;25/06/2017;0;14;1585;1;3498;10;0
480061;25/06/2017;25/06/2017;0;14;1398;1;32272;10;0
480080;25/06/2017;02/07/2017;7;4;1659;1;25634;10;0
480084;25/06/2017;25/06/2017;0;9;1649;1;29462;10;0
480096;25/06/2017;02/07/2017;7;2;660;1;35957;10;0
480100;25/06/2017;04/07/2017;9;7;1013;1;11154;10;0
480101;25/06/2017;26/06/2017;1;1;1013;1;9633;10;0
480112;25/06/2017;30/06/2017;5;12;953;1;24748;10;0
480122;25/06/2017;25/06/2017;0;18;1396;1;4785;10;0
480143;25/06/2017;25/06/2017;0;23;1042;1;27555;10;0
480145;25/06/2017;25/06/2017;0;20;1040;1;22932;10;0
480157;25/06/2017;25/06/2017;0;12;388;1;26727;10;0
480159;25/06/2017;29/06/2017;4;13;382;1;29352;10;0
480183;25/06/2017;25/06/2017;0;11;1117;1;30568;10;0
480195;25/06/2017;25/06/2017;0;25;566;1;7639;10;0
480197;25/06/2017;25/06/2017;0;8;602;1;30442;10;0
480203;25/06/2017;01/07/2017;6;17;592;1;6983;10;0
480214;25/06/2017;30/06/2017;5;4;555;1;4922;10;0
480220;25/06/2017;25/06/2017;0;1;664;1;21400;10;0
480227;25/06/2017;05/07/2017;10;19;399;1;2455;10;0
480351;26/06/2017;30/06/2017;4;25;512;1;18324;5;0
480359;26/06/2017;04/07/2017;8;21;1469;1;13810;5;0
480361;26/06/2017;26/06/2017;0;12;194;1;8085;5;0
480371;26/06/2017;29/06/2017;3;5;598;1;21251;5;0
480377;26/06/2017;28/06/2017;2;25;501;1;5101;5;0
480389;26/06/2017;26/06/2017;0;15;1255;1;25205;5;0
480390;26/06/2017;30/06/2017;4;19;790;1;15968;5;0
480402;26/06/2017;05/07/2017;9;16;1254;1;7351;5;0
480437;26/06/2017;01/07/2017;5;12;824;1;32943;10;0
480450;26/06/2017;26/06/2017;0;13;1148;1;33151;10;0
480466;26/06/2017;26/06/2017;0;24;729;1;28673;10;0
480476;26/06/2017;26/06/2017;0;2;1567;1;12354;10;0
480490;26/06/2017;26/06/2017;0;16;1585;1;23558;10;0
480496;26/06/2017;28/06/2017;2;13;1021;1;30796;10;0
480516;26/06/2017;02/07/2017;6;23;267;1;27575;10;0
480527;26/06/2017;26/06/2017;0;21;1019;1;18672;10;0
480533;26/06/2017;28/06/2017;2;9;336;1;2987;10;1
480541;26/06/2017;26/06/2017;0;7;683;1;35250;10;1
480550;26/06/2017;29/06/2017;3;7;727;1;24632;10;1
480564;26/06/2017;27/06/2017;1;3;1649;1;13436;10;1
480568;26/06/2017;26/06/2017;0;3;980;1;8998;10;1
480608;26/06/2017;02/07/2017;6;3;910;1;27456;10;1
480613;26/06/2017;02/07/2017;6;24;733;1;20887;10;1
480641;26/06/2017;01/07/2017;5;3;1500;1;25019;5;1
480647;26/06/2017;26/06/2017;0;10;573;1;28170;5;1
480652;26/06/2017;29/06/2017;3;3;1127;1;6689;5;1
480660;26/06/2017;28/06/2017;2;9;743;1;32324;5;1
480668;26/06/2017;29/06/2017;3;17;1272;1;17867;5;1
480671;26/06/2017;06/07/2017;10;2;831;1;8515;5;1
480690;26/06/2017;29/06/2017;3;7;4;1;3597;5;1
480917;26/06/2017;26/06/2017;0;7;440;1;6452;15;0
480930;26/06/2017;26/06/2017;0;23;449;1;27951;30;0
481000;26/06/2017;29/06/2017;3;9;483;1;1167;5;0
481001;26/06/2017;26/06/2017;0;8;497;1;14669;5;0
481007;26/06/2017;26/06/2017;0;11;549;1;11284;5;0
481012;26/06/2017;26/06/2017;0;20;495;1;14660;5;0
481020;26/06/2017;28/06/2017;2;23;1454;1;21442;5;0
481033;26/06/2017;05/07/2017;9;1;1190;1;6558;5;0
481039;26/06/2017;01/07/2017;5;7;608;1;30663;5;0
481043;26/06/2017;26/06/2017;0;15;1350;1;30194;5;0
481048;26/06/2017;28/06/2017;2;1;742;1;24720;5;0
481050;26/06/2017;30/06/2017;4;1;11;1;14741;5;0
481058;26/06/2017;28/06/2017;2;7;1070;1;5843;5;0
481064;26/06/2017;30/06/2017;4;1;1123;1;31377;5;0
481089;26/06/2017;01/07/2017;5;11;743;1;19633;5;0
481090;26/06/2017;27/06/2017;1;20;747;1;12973;5;0
481112;26/06/2017;02/07/2017;6;9;887;1;7025;5;0
481121;26/06/2017;03/07/2017;7;14;1468;1;14058;5;0
481122;26/06/2017;26/06/2017;0;21;1440;1;6574;5;0
481126;26/06/2017;26/06/2017;0;6;930;1;8382;5;0
481133;26/06/2017;26/06/2017;0;10;882;1;3368;5;0
481150;26/06/2017;26/06/2017;0;4;895;1;19660;5;0
481158;26/06/2017;26/06/2017;0;1;1308;1;28710;5;0
481169;26/06/2017;26/06/2017;0;14;1269;1;17241;5;0
481175;26/06/2017;04/07/2017;8;10;836;1;30298;5;0
481178;26/06/2017;01/07/2017;5;22;48;1;6960;5;0
481179;26/06/2017;27/06/2017;1;4;48;1;28336;5;0
481214;26/06/2017;26/06/2017;0;19;1406;1;12446;5;0
481215;26/06/2017;26/06/2017;0;12;1351;1;29538;5;0
481228;26/06/2017;26/06/2017;0;8;1262;1;5523;5;0
481237;26/06/2017;27/06/2017;1;24;1164;1;8152;5;0
481255;26/06/2017;26/06/2017;0;13;13;1;26767;5;0
481452;26/06/2017;03/07/2017;7;21;1550;1;26605;10;0
481456;26/06/2017;26/06/2017;0;14;123;1;27230;10;0
481460;26/06/2017;05/07/2017;9;18;1238;1;18915;10;0
481477;26/06/2017;26/06/2017;0;8;1530;1;23684;10;0
481482;26/06/2017;26/06/2017;0;6;1140;1;23415;10;0
481484;26/06/2017;01/07/2017;5;21;1347;1;19011;10;0
481501;26/06/2017;26/06/2017;0;18;1345;1;26290;10;0
481521;26/06/2017;05/07/2017;9;19;1211;1;13393;10;0
481524;26/06/2017;30/06/2017;4;16;1360;1;10939;10;0
481533;26/06/2017;03/07/2017;7;25;1229;1;16532;10;0
481538;26/06/2017;04/07/2017;8;19;298;1;18990;10;0
481552;26/06/2017;30/06/2017;4;25;1359;1;26968;10;0
481563;26/06/2017;27/06/2017;1;5;1564;1;30489;10;0
481565;26/06/2017;26/06/2017;0;20;1196;1;35755;10;0
481570;26/06/2017;01/07/2017;5;1;1198;1;32339;10;0
481573;26/06/2017;01/07/2017;5;24;295;1;12845;10;0
481578;26/06/2017;05/07/2017;9;12;1412;1;17865;10;0
481582;26/06/2017;29/06/2017;3;25;763;1;28717;10;0
481595;26/06/2017;28/06/2017;2;23;1402;1;3794;10;0
481596;26/06/2017;26/06/2017;0;8;1336;1;398;10;0
481610;26/06/2017;29/06/2017;3;13;290;1;12545;10;0
481613;26/06/2017;26/06/2017;0;13;251;1;9184;10;0
481625;26/06/2017;26/06/2017;0;2;1456;1;21817;10;0
481647;26/06/2017;28/06/2017;2;12;821;1;5744;10;0
481653;26/06/2017;29/06/2017;3;15;1419;1;17885;10;0
481662;26/06/2017;29/06/2017;3;22;1132;1;24208;10;0
481668;26/06/2017;26/06/2017;0;5;662;1;19816;10;0
481703;26/06/2017;28/06/2017;2;8;1435;1;12432;10;0
481715;26/06/2017;26/06/2017;0;6;274;1;13794;10;0
481728;26/06/2017;26/06/2017;0;4;1039;1;17735;10;0
481740;26/06/2017;30/06/2017;4;17;1582;1;13970;10;0
481744;26/06/2017;26/06/2017;0;13;971;1;10038;10;0
481748;26/06/2017;01/07/2017;5;22;985;1;35746;10;0
481752;26/06/2017;26/06/2017;0;13;510;1;2050;10;0
481782;26/06/2017;27/06/2017;1;11;981;1;26108;10;0
481789;26/06/2017;26/06/2017;0;11;1015;1;13779;10;0
481793;26/06/2017;26/06/2017;0;22;1079;1;29732;10;0
481803;26/06/2017;03/07/2017;7;6;1635;1;12797;10;0
481808;26/06/2017;27/06/2017;1;6;386;1;31440;10;0
481814;26/06/2017;28/06/2017;2;11;954;1;33063;10;0
481823;26/06/2017;26/06/2017;0;2;563;1;7393;10;0
481825;26/06/2017;29/06/2017;3;22;1521;1;13832;10;0
481832;26/06/2017;28/06/2017;2;4;1396;1;31391;10;0
481839;26/06/2017;04/07/2017;8;8;1352;1;8183;10;0
481859;26/06/2017;26/06/2017;0;5;378;1;17959;10;0
481864;26/06/2017;28/06/2017;2;14;1508;1;35887;10;0
481882;26/06/2017;30/06/2017;4;5;259;1;14437;10;0
481898;26/06/2017;03/07/2017;7;21;976;1;28479;10;0
481912;26/06/2017;26/06/2017;0;6;592;1;14827;10;0
481918;26/06/2017;01/07/2017;5;12;1523;1;35629;10;0
481922;26/06/2017;03/07/2017;7;25;567;1;19645;10;0
481938;26/06/2017;26/06/2017;0;1;1411;1;20958;10;0
481940;26/06/2017;29/06/2017;3;19;1428;1;30501;10;0
481941;26/06/2017;03/07/2017;7;21;1527;1;12380;10;0
481944;26/06/2017;26/06/2017;0;18;589;1;25467;10;0
481959;26/06/2017;26/06/2017;0;3;604;1;25093;10;1
481963;26/06/2017;01/07/2017;5;23;1020;1;27275;10;1
481965;26/06/2017;26/06/2017;0;22;384;1;27067;10;1
481967;26/06/2017;26/06/2017;0;7;259;1;11759;10;1
481985;26/06/2017;29/06/2017;3;7;1595;1;30351;10;1
482001;26/06/2017;26/06/2017;0;3;1083;1;19916;10;1
482003;26/06/2017;26/06/2017;0;9;818;1;17552;10;1
482017;26/06/2017;26/06/2017;0;24;251;1;36636;10;1
482022;26/06/2017;26/06/2017;0;7;729;1;18642;10;1
482027;26/06/2017;29/06/2017;3;7;314;1;14040;10;1
482040;26/06/2017;29/06/2017;3;24;1231;1;12166;10;1
482044;26/06/2017;27/06/2017;1;24;1562;1;12212;10;1
